ticker,name,sector,market_cap_class
9259.T,タカヨシホールディングス,サービス業,-
9270.T,バリュエンスホールディングス,卸売業,-
9271.T,和心,小売業,-
9272.T,ブティックス,サービス業,-
9326.T,関通ホールディングス,倉庫・運輸関連業,-
9330.T,揚羽,サービス業,-
9331.T,キャスター,サービス業,-
9337.T,トリドリ,サービス業,-
9338.T,ＩＮＦＯＲＩＣＨ,サービス業,-
9342.T,スマサポ,サービス業,-
9343.T,アイビス,サービス業,-
9344.T,アクシスコンサルティング,サービス業,-
9345.T,ビズメイツ,サービス業,-
9346.T,ココルポート,サービス業,-
9348.T,ｉｓｐａｃｅ,サービス業,-
9467.T,アルファポリス,情報・通信業,-
9553.T,マイクロアド,サービス業,-
9554.T,ＡＶｉＣ,サービス業,-
9556.T,ＩＮＴＬＯＯＰ,サービス業,-
9557.T,エアークローゼット,サービス業,-
9558.T,ジャパニアス,サービス業,-
9560.T,プログリット,サービス業,-
9561.T,グラッドキューブ,サービス業,-
9562.T,ビジネスコーチ,サービス業,-
9563.T,Ａｔｌａｓ　Ｔｅｃｈｎｏｌｏｇｉｅｓ,サービス業,-
9565.T,ＧＬＯＥ,サービス業,-
